customer_id,first_name,last_name,date_of_birth,gender,city,state,customer_since,risk_category
CUST01136,Purab,Tella,1960-12-12,Female,Udaipur,Rajasthan,2023-07-06,Low
CUST01137,Umang,Bhasin,1989-10-24,Female,Hyderabad,Telangana,2024-05-17,Medium
CUST01138,Baiju,Chakraborty,1970-11-02,Male,Lucknow,Uttar Pradesh,2025-06-28,Low
CUST01139,Ela,Bajaj,1982-12-07,Female,Lucknow,Uttar Pradesh,2019-03-28,Low
CUST01140,Anahita,Verma,1974-11-10,Female,New Delhi,Delhi,2025-03-25,Low
CUST01141,Sahil,Gade,1961-07-12,Male,Jaipur,Rajasthan,2023-05-10,Medium
CUST01142,Amani,Agrawal,1980-10-02,Male,Mumbai,Maharashtra,2020-05-10,Low
CUST01143,Riaan,Manda,1976-04-30,Female,Jaipur,Rajasthan,2024-12-09,Low
CUST01144,Misha,Dara,1987-03-21,Female,Warangal,Telangana,2021-10-13,Low
CUST01145,Kiara,Koshy,2008-03-23,Male,Hyderabad,Telangana,2025-04-01,Low
CUST01146,Kiaan,Sha,1992-11-03,Male,Kolkata,West Bengal,2025-02-12,Medium
CUST01147,Yashvi,Das,1965-11-23,Male,Madurai,Tamil Nadu,2018-09-14,Medium
CUST01148,Yuvraj ,Arora,1971-07-04,Male,Mangaluru,Karnataka,2023-04-04,Low
CUST01149,Shray,Ravi,2002-11-03,Female,Warangal,Telangana,2018-09-24,Medium
CUST01150,Shamik,Acharya,2007-04-18,Female,New Delhi,Delhi,2024-03-29,Medium
CUST01151,Uthkarsh,Vala,2005-11-16,Male,Mumbai,Maharashtra,2024-11-01,Medium
CUST01152,Ryan,Ben,1969-08-12,Male,Chennai,Tamil Nadu,2023-02-27,Medium
CUST01153,Miraan,Kadakia,1989-02-17,Female,Jaipur,Rajasthan,2019-02-28,Low
CUST01154,Hridaan,Sawhney,1974-09-10,Male,Warangal,Telangana,2019-06-11,Low
CUST01155,Azad,D’Alia,1991-01-07,Female,Ahmedabad,Gujarat,2022-03-01,Low
CUST01156,Rati,Wason,1980-12-30,Female,Hyderabad,Telangana,2022-07-20,Medium
CUST01157,Siya,Basak,1995-03-04,Female,Hyderabad,Telangana,2019-06-18,Low
CUST01158,Dishani,Bhavsar,1999-01-05,Male,Ahmedabad,Gujarat,2025-08-16,Medium
CUST01159,Vihaan,Barad,1995-12-05,Female,Hyderabad,Telangana,2023-06-25,Medium
CUST01160,Biju,Kalla,2000-09-23,Female,Kanpur,Uttar Pradesh,2019-10-06,Low
CUST01161,Miraan,Dhingra,1973-05-29,Male,Ahmedabad,Gujarat,2021-04-30,Medium
CUST01162,Zaina,Hegde,2003-05-02,Male,Kanpur,Uttar Pradesh,2024-11-26,Low
CUST01163,Shaan,Dutt,1986-06-17,Male,Surat,Gujarat,2020-12-17,Low
CUST01164,Mehul,Barad,1969-06-11,Male,Kolkata,West Bengal,2019-10-22,Medium
CUST01165,Vanya,Solanki,1995-06-09,Female,Kochi,Kerala,2019-07-30,Low
CUST01166,Indrans,Bera,1966-11-01,Female,Chennai,Tamil Nadu,2022-06-22,Medium
CUST01167,Anahita,Dugar,1983-04-24,Male,Kochi,Kerala,2019-09-05,Medium
CUST01168,Heer,Gola,2008-01-26,Male,Kolkata,West Bengal,2020-06-01,Low
CUST01169,Alisha,Dube,1987-03-07,Female,Coimbatore,Tamil Nadu,2020-11-26,Low
CUST01170,Fateh,Bath,1966-05-17,Male,Kozhikode,Kerala,2025-07-09,Low
CUST01171,Piya,Doshi,2003-08-09,Male,Lucknow,Uttar Pradesh,2024-07-30,Low
CUST01172,Lavanya,Bahri,1970-04-13,Male,Nashik,Maharashtra,2021-06-09,High
CUST01173,Hunar,Bath,2004-01-16,Female,Warangal,Telangana,2020-10-05,Low
CUST01174,Taimur,Hora,1990-08-04,Female,Kochi,Kerala,2019-01-25,Low
CUST01175,Parinaaz,Doctor,1973-05-09,Female,Hyderabad,Telangana,2025-08-16,Low
CUST01176,Jayant,Aurora,1983-03-03,Female,Vadodara,Gujarat,2022-06-30,Low
CUST01177,Ivana,Shere,1993-01-31,Male,Lucknow,Uttar Pradesh,2020-10-10,Medium
CUST01178,Divit,Kashyap,1962-08-01,Male,Ahmedabad,Gujarat,2025-06-27,Low
CUST01179,Yashvi,Boase,1963-11-30,Male,Kolkata,West Bengal,2018-10-02,Medium
CUST01180,Biju,Thakur,1970-10-11,Female,Udaipur,Rajasthan,2019-10-06,Low
CUST01181,Kiaan,Tata,1982-11-28,Female,Nashik,Maharashtra,2021-10-25,High
CUST01182,Piya,Rau,1999-07-09,Female,Hyderabad,Telangana,2019-05-14,Low
CUST01183,Keya,Raj,1973-04-06,Male,Ahmedabad,Gujarat,2025-07-25,Low
CUST01184,Dhanuk,Apte,1960-01-14,Male,New Delhi,Delhi,2020-05-01,Medium
CUST01185,Neelofar,Kapadia,1964-05-31,Male,Mumbai,Maharashtra,2019-06-07,Low
CUST01186,Zoya,Gandhi,1963-12-27,Female,Kochi,Kerala,2019-01-05,Medium
CUST01187,Anahi,Bakshi,1967-01-30,Female,Noida,Uttar Pradesh,2023-07-13,Low
CUST01188,Adah,Tara,2004-12-11,Male,Kolkata,West Bengal,2022-01-04,Low
CUST01189,Charvi,Aurora,1981-09-10,Male,Ahmedabad,Gujarat,2024-06-17,Low
CUST01190,Aaryahi,Chadha,1979-09-26,Female,Kolkata,West Bengal,2020-06-23,Medium
CUST01191,Kabir,Devan,1974-09-10,Male,Vadodara,Gujarat,2022-06-11,Low
CUST01192,Indrajit,Badal,1997-06-09,Female,Jaipur,Rajasthan,2023-12-01,Low
CUST01193,Mannat,Das,1999-09-12,Female,Surat,Gujarat,2021-02-27,Low
CUST01194,Charvi,Jha,1993-02-14,Male,Nagpur,Maharashtra,2022-09-22,Low
CUST01195,Biju,Bassi,1974-09-08,Male,Udaipur,Rajasthan,2021-11-27,Low
CUST01196,Hiran,Kadakia,1969-03-22,Male,Nashik,Maharashtra,2024-02-12,Medium
CUST01197,Yasmin,Lall,1972-08-08,Female,Kolkata,West Bengal,2024-01-06,High
CUST01198,Zaina,Magar,1956-12-23,Female,New Delhi,Delhi,2021-11-26,High
CUST01199,Vardaniya,Saxena,1980-02-01,Male,Jaipur,Rajasthan,2022-09-24,Medium
CUST01200,Inaaya ,Srinivas,1988-08-18,Male,New Delhi,Delhi,2021-07-29,Low
CUST01201,Jivika,Krishnamurthy,1977-07-14,Male,Kolkata,West Bengal,2021-12-14,Medium
CUST01202,Purab,Chana,1957-06-03,Male,New Delhi,Delhi,2021-05-12,Low
CUST01203,Kimaya,Choudhary,1957-08-23,Female,Udaipur,Rajasthan,2025-07-18,Low
CUST01204,Vanya,Dey,1959-08-21,Female,Bengaluru,Karnataka,2025-07-12,Low
CUST01205,Anaya,Lanka,1979-12-22,Female,New Delhi,Delhi,2025-03-04,Low
CUST01206,Keya,Dada,1966-07-06,Female,Jaipur,Rajasthan,2019-07-03,Medium
CUST01207,Nishith,Saha,1972-01-22,Female,Udaipur,Rajasthan,2020-12-01,Low
CUST01208,Hazel,Tandon,2005-10-21,Female,Kanpur,Uttar Pradesh,2019-02-15,Low
CUST01209,Tarini,Choudhary,1994-10-28,Male,Warangal,Telangana,2025-06-07,Low
CUST01210,Vidur,Goel,1967-06-21,Male,Nashik,Maharashtra,2020-02-24,High
CUST01211,Miraan,Rajagopalan,1977-04-16,Male,Kochi,Kerala,2025-07-04,Low
CUST01212,Sara,Sarkar,1980-01-24,Male,Coimbatore,Tamil Nadu,2023-09-06,Low
CUST01213,Aniruddh,Sarraf,2003-04-28,Male,Coimbatore,Tamil Nadu,2021-08-22,Low
CUST01214,Jiya,Manda,1965-04-26,Male,Hyderabad,Telangana,2023-06-10,Medium
CUST01215,Kanav,Toor,1989-02-22,Female,Vadodara,Gujarat,2023-04-06,Low
CUST01216,Sahil,Chahal,1989-01-08,Male,Kolkata,West Bengal,2018-12-21,Low
CUST01217,Divij,Bala,1971-06-24,Female,Kolkata,West Bengal,2023-10-08,Low
CUST01218,Madhup,Anne,1991-06-22,Female,Hyderabad,Telangana,2022-09-19,Low
CUST01219,Aarav,Gandhi,1997-06-10,Male,Warangal,Telangana,2020-05-12,Low
CUST01220,Zara,Bhattacharyya,1978-11-02,Female,Kanpur,Uttar Pradesh,2024-09-30,Low
CUST01221,Jayesh,Suresh,1977-09-01,Female,Kolkata,West Bengal,2019-02-27,High
CUST01222,Akarsh,Borah,1995-07-27,Female,Kozhikode,Kerala,2024-08-23,Low
CUST01223,Hridaan,Soman,1963-03-13,Male,Kochi,Kerala,2023-02-16,Low
CUST01224,Tejas,Bansal,1981-01-26,Female,Warangal,Telangana,2024-08-22,Medium
CUST01225,Nitara,Hora,1995-07-12,Female,Kochi,Kerala,2019-07-05,Low
CUST01226,Shayak,Dora,1977-08-08,Male,New Delhi,Delhi,2019-10-23,Low
CUST01227,Indranil,Setty,1985-05-18,Female,Madurai,Tamil Nadu,2025-05-21,Low
CUST01228,Navya,Kohli,1999-10-29,Male,Udaipur,Rajasthan,2021-05-07,Low
CUST01229,Jayant,Sathe,1993-11-22,Male,Madurai,Tamil Nadu,2024-07-19,High
CUST01230,Mannat,Srivastava,1979-12-06,Male,Chennai,Tamil Nadu,2020-07-19,Low
CUST01231,Nitya,Raja,1967-08-01,Male,Mangaluru,Karnataka,2021-11-13,Medium
CUST01232,Ryan,Sha,2002-07-02,Male,Kolkata,West Bengal,2021-02-26,Low
CUST01233,Gokul,Chakrabarti,2005-03-31,Female,Chennai,Tamil Nadu,2018-08-31,Low
CUST01234,Rati,Mangat,1982-04-19,Male,New Delhi,Delhi,2025-03-16,Low
CUST01235,Jiya,Babu,1968-01-15,Male,New Delhi,Delhi,2023-10-10,Low
CUST01236,Samar,Tailor,1997-04-02,Male,Udaipur,Rajasthan,2020-07-12,Low
CUST01237,Navya,Mandal,1962-09-25,Male,Hubballi,Karnataka,2022-11-14,Medium
CUST01238,Hridaan,Gandhi,2006-05-15,Female,Coimbatore,Tamil Nadu,2019-04-24,Low
CUST01239,Miraan,Ghose,1977-05-23,Female,Chennai,Tamil Nadu,2020-01-29,High
CUST01240,Myra,Wali,1961-09-08,Female,Thiruvananthapuram,Kerala,2025-08-21,Low
CUST01241,Rhea,Sampath,1999-02-20,Female,Noida,Uttar Pradesh,2024-11-07,Medium
CUST01242,Shamik,Kapoor,1956-06-04,Male,Noida,Uttar Pradesh,2020-11-26,Medium
CUST01243,Lakshay,Dash,2002-10-26,Female,New Delhi,Delhi,2019-03-24,Medium
CUST01244,Stuvan,Dave,1963-01-01,Female,Mysuru,Karnataka,2024-10-11,Medium
CUST01245,Aarav,Bajwa,1981-11-29,Male,Kochi,Kerala,2022-05-18,Medium
CUST01246,Sana,Kadakia,1966-12-20,Female,Lucknow,Uttar Pradesh,2022-03-04,Low
CUST01247,Bhamini,Wadhwa,1981-06-02,Female,New Delhi,Delhi,2021-08-21,Low
CUST01248,Inaaya ,Guha,1962-07-21,Female,Mysuru,Karnataka,2022-09-23,Low
CUST01249,Vedika,Venkatesh,1994-12-26,Male,Kochi,Kerala,2024-03-09,Medium
CUST01250,Tara,Sankar,1970-12-31,Male,Nashik,Maharashtra,2020-01-13,Low
CUST01251,Alisha,Bansal,1957-12-03,Male,Udaipur,Rajasthan,2021-02-27,Medium
CUST01252,Akarsh,Dutta,1973-06-02,Male,Kolkata,West Bengal,2019-07-17,Low
CUST01253,Devansh,Garg,1967-03-23,Male,New Delhi,Delhi,2021-11-04,Low
CUST01254,Ishaan,Setty,1960-10-02,Male,Surat,Gujarat,2023-04-21,Low
CUST01255,Divij,Gara,1996-01-27,Female,New Delhi,Delhi,2023-11-14,Low
CUST01256,Anya,Sarraf,1957-10-04,Female,New Delhi,Delhi,2022-04-27,Low
CUST01257,Neysa,Butala,1996-12-22,Female,Kolkata,West Bengal,2022-05-06,Low
CUST01258,Indranil,Bala,1962-07-16,Male,Kolkata,West Bengal,2021-06-19,Low
CUST01259,Lagan,Chandran,1983-07-02,Female,Kochi,Kerala,2024-07-31,Low
CUST01260,Ishita,Sen,2005-04-28,Female,Ahmedabad,Gujarat,2023-03-31,Low
CUST01261,Prerak,Sahota,1974-10-22,Male,Chennai,Tamil Nadu,2021-03-06,Low
CUST01262,Miraan,Bava,1959-01-10,Female,Kolkata,West Bengal,2021-12-28,Medium
CUST01263,Kaira,Maharaj,1989-01-21,Male,Kanpur,Uttar Pradesh,2019-12-16,Low
CUST01264,Baiju,Gole,1955-11-28,Male,Hubballi,Karnataka,2022-04-15,Low
CUST01265,Dhruv,Din,2000-09-12,Female,Ahmedabad,Gujarat,2023-12-20,Low
CUST01266,Kismat,Khatri,1969-03-27,Female,Lucknow,Uttar Pradesh,2019-06-23,Low
CUST01267,Anay,Chauhan,1967-04-11,Male,Coimbatore,Tamil Nadu,2024-01-29,Low
CUST01268,Riaan,Baria,1987-11-16,Female,Udaipur,Rajasthan,2019-08-19,Low
CUST01269,Ryan,Srinivasan,1982-09-12,Male,Kozhikode,Kerala,2022-08-28,Low
CUST01270,Ayesha,Wason,2000-08-19,Female,Kolkata,West Bengal,2020-11-26,Low
CUST01271,Divij,Rege,1992-09-04,Male,Bengaluru,Karnataka,2021-12-12,Low
CUST01272,Kabir,Goyal,1981-08-09,Male,Thiruvananthapuram,Kerala,2021-10-16,Medium
CUST01273,Kabir,Kapoor,1958-09-07,Female,Nagpur,Maharashtra,2020-11-21,Medium
CUST01274,Advika,Kaul,1973-07-28,Female,Coimbatore,Tamil Nadu,2020-07-28,Low
CUST01275,Priyansh,Manda,1959-11-05,Male,Bengaluru,Karnataka,2019-12-08,Low
CUST01276,Suhana,Sarin,2001-01-26,Female,Kolkata,West Bengal,2019-06-22,Low
CUST01277,Dharmajan,Sami,1979-01-16,Female,Kanpur,Uttar Pradesh,2025-07-10,Low
CUST01278,Hrishita,Jhaveri,2007-02-15,Female,Kozhikode,Kerala,2023-09-01,High
CUST01279,Manikya,Malhotra,1959-10-19,Female,Nagpur,Maharashtra,2021-12-10,Low
CUST01280,Elakshi,Kadakia,1992-02-03,Male,Kochi,Kerala,2024-06-29,Low
CUST01281,Anika,Mangat,1971-09-07,Male,Coimbatore,Tamil Nadu,2022-09-13,Low
CUST01282,Rohan,Baral,1982-07-07,Female,Coimbatore,Tamil Nadu,2024-09-22,Medium
CUST01283,Arhaan,Krishnamurthy,1994-07-09,Male,Mangaluru,Karnataka,2023-01-17,Low
CUST01284,Yasmin,Mangal,2001-10-03,Female,Vadodara,Gujarat,2023-12-05,Low
CUST01285,Hunar,Bhasin,2007-03-06,Female,Mangaluru,Karnataka,2022-06-21,Low
CUST01286,Jayant,Chacko,1970-01-25,Female,Jaipur,Rajasthan,2025-07-11,Low
CUST01287,Kartik,Bhatnagar,1958-07-21,Male,Chennai,Tamil Nadu,2022-04-02,Low
CUST01288,Dhanush,Sanghvi,1985-04-11,Male,Udaipur,Rajasthan,2020-05-14,Low
CUST01289,Mishti,Borah,1996-02-21,Female,Thiruvananthapuram,Kerala,2020-11-04,Low
CUST01290,Samar,Seth,1960-03-17,Female,Nagpur,Maharashtra,2019-05-23,Low
CUST01291,Vidur,Mall,1982-09-09,Male,Mysuru,Karnataka,2023-05-07,Low
CUST01292,Shaan,Varty,1974-06-12,Female,New Delhi,Delhi,2023-01-26,Low
CUST01293,Amira,Vohra,1956-06-28,Female,New Delhi,Delhi,2025-05-04,Low
CUST01294,Rati,Ratta,1995-08-20,Male,Hyderabad,Telangana,2023-02-04,Low
CUST01295,Vardaniya,Kadakia,1963-04-22,Male,Hyderabad,Telangana,2022-03-05,Medium
CUST01296,Indrajit,Borah,1994-03-16,Female,Kolkata,West Bengal,2023-08-26,Low
CUST01297,Keya,Sibal,1962-06-20,Male,Chennai,Tamil Nadu,2019-07-20,Low
CUST01298,Jivika,Sridhar,1962-07-10,Female,New Delhi,Delhi,2025-05-02,Low
CUST01299,Reyansh,Vig,1992-02-06,Female,Coimbatore,Tamil Nadu,2021-07-29,Low
CUST01300,Zain,Deo,1981-09-18,Female,Madurai,Tamil Nadu,2024-03-21,Medium
CUST01301,Aradhya,Mangal,1997-02-01,Female,Bengaluru,Karnataka,2022-09-03,Low
CUST01302,Armaan,Chadha,1974-05-23,Male,Madurai,Tamil Nadu,2022-01-28,Medium
CUST01303,Hridaan,Ranganathan,1997-01-25,Male,Warangal,Telangana,2024-06-10,Low
CUST01304,Rania,Iyer,1958-04-15,Male,Hyderabad,Telangana,2022-01-06,Low
CUST01305,Shalv,Sant,1971-10-26,Male,Vadodara,Gujarat,2019-01-26,Medium
CUST01306,Shanaya,Khanna,1973-12-04,Male,Mumbai,Maharashtra,2021-10-26,Medium
CUST01307,Akarsh,Ganguly,1976-04-09,Female,Ahmedabad,Gujarat,2021-04-18,Medium
CUST01308,Ranbir,Upadhyay,1989-02-07,Male,Mumbai,Maharashtra,2024-07-27,Medium
CUST01309,Piya,Bawa,1971-02-28,Male,Kolkata,West Bengal,2019-10-17,Low
CUST01310,Rohan,Sharaf,1985-10-20,Female,Bengaluru,Karnataka,2025-03-26,Medium
CUST01311,Samarth,Desai,2005-03-30,Female,Bengaluru,Karnataka,2022-03-12,Low
CUST01312,Lavanya,Roy,1961-09-22,Male,Lucknow,Uttar Pradesh,2020-03-31,Medium
CUST01313,Ahana ,Cherian,1983-05-11,Male,Madurai,Tamil Nadu,2024-12-14,Low
CUST01314,Aradhya,Sibal,1990-10-18,Female,Bengaluru,Karnataka,2021-10-30,Medium
CUST01315,Bhavin,Kurian,1966-06-20,Male,Kozhikode,Kerala,2019-03-17,Low
CUST01316,Sahil,Savant,1990-02-19,Female,New Delhi,Delhi,2022-01-30,Low
CUST01317,Himmat,Sridhar,1991-04-30,Male,Jaipur,Rajasthan,2023-06-27,Low
CUST01318,Aniruddh,Chadha,1968-10-07,Male,Lucknow,Uttar Pradesh,2020-05-10,Medium
CUST01319,Bhavin,Dash,1957-11-24,Male,Warangal,Telangana,2022-07-14,Low
CUST01320,Badal,Gole,2003-08-07,Male,Jaipur,Rajasthan,2020-05-05,Low
CUST01321,Raghav,Gour,1987-03-29,Male,Warangal,Telangana,2022-12-12,Low
CUST01322,Vivaan,Ravi,1964-01-29,Female,Lucknow,Uttar Pradesh,2024-06-11,Low
CUST01323,Aniruddh,Dara,1980-12-29,Female,Pune,Maharashtra,2022-10-22,Medium
CUST01324,Kimaya,Kapoor,1967-09-25,Female,Surat,Gujarat,2022-09-08,Low
CUST01325,Khushi,Majumdar,1979-06-14,Male,Jaipur,Rajasthan,2021-07-30,High
CUST01326,Ishaan,Toor,1973-04-02,Female,Nagpur,Maharashtra,2025-01-07,Low
CUST01327,Prisha,Bath,1975-01-18,Male,Kolkata,West Bengal,2018-11-19,Low
CUST01328,Veer,Bakshi,1966-09-26,Male,Kolkata,West Bengal,2023-07-08,Medium
CUST01329,Vanya,Chhabra,1970-09-17,Female,Jaipur,Rajasthan,2024-02-27,Low
CUST01330,Mamooty,Sandhu,1969-09-19,Male,New Delhi,Delhi,2020-12-09,Low
CUST01331,Nehmat,Jayaraman,1990-07-30,Male,Surat,Gujarat,2018-10-27,Low
CUST01332,Vanya,Sinha,2002-01-27,Female,Noida,Uttar Pradesh,2018-09-22,Medium
CUST01333,Anika,Bhatti,1999-09-14,Female,Kolkata,West Bengal,2020-02-15,Low
CUST01334,Kismat,Suresh,1956-03-23,Female,Thiruvananthapuram,Kerala,2020-07-21,High
CUST01335,Ojas,Ramanathan,1976-06-08,Male,Nashik,Maharashtra,2024-09-17,High
CUST01336,Rhea,Rout,1974-05-22,Female,Chennai,Tamil Nadu,2022-04-03,Low
CUST01337,Uthkarsh,Varkey,1979-05-19,Female,Nashik,Maharashtra,2022-07-22,Low
CUST01338,Ojas,Chopra,1987-05-29,Female,Jaipur,Rajasthan,2021-03-21,Low
CUST01339,Parinaaz,Lad,1998-01-31,Male,Coimbatore,Tamil Nadu,2022-01-10,Low
CUST01340,Keya,Behl,1956-02-24,Female,Lucknow,Uttar Pradesh,2023-01-01,Low
CUST01341,Nitara,Upadhyay,1981-02-11,Male,Nagpur,Maharashtra,2023-06-05,Low
CUST01342,Neelofar,Rajan,1997-02-04,Male,New Delhi,Delhi,2021-01-20,Low
CUST01343,Rohan,Sani,1963-01-02,Female,Pune,Maharashtra,2022-09-30,Medium
CUST01344,Chirag,Ganguly,1974-06-19,Female,Kolkata,West Bengal,2024-02-06,Medium
CUST01345,Shaan,Venkataraman,1974-06-29,Female,Surat,Gujarat,2020-11-14,Medium
CUST01346,Neysa,Sawhney,1999-12-25,Female,Kanpur,Uttar Pradesh,2021-03-11,Low
CUST01347,Kanav,Borde,1990-11-07,Female,Udaipur,Rajasthan,2025-02-28,Low
CUST01348,Nakul,Yogi,1959-07-07,Male,Kolkata,West Bengal,2025-07-02,Low
CUST01349,Zaina,Tailor,1996-06-24,Male,Thiruvananthapuram,Kerala,2022-02-01,High
CUST01350,Nitara,Dutta,2001-12-22,Female,Hyderabad,Telangana,2019-11-03,Low
CUST01351,Saira,Arya,2000-04-01,Male,Mumbai,Maharashtra,2022-11-18,Medium
CUST01352,Ritvik,Dayal,1984-02-18,Male,Kolkata,West Bengal,2022-02-03,Low
CUST01353,Vidur,Shan,1958-01-19,Male,Vadodara,Gujarat,2023-08-11,Low
CUST01354,Rhea,Mangal,1968-07-28,Female,Coimbatore,Tamil Nadu,2021-07-27,Medium
CUST01355,Samaira,Saxena,1970-10-12,Male,Nashik,Maharashtra,2024-06-27,Low
CUST01356,Hazel,Ray,1988-01-09,Female,Warangal,Telangana,2024-05-13,Medium
CUST01357,Taimur,Kulkarni,1976-01-29,Female,Kolkata,West Bengal,2020-02-05,Medium
CUST01358,Nirvi,Vora,1993-08-21,Female,Jaipur,Rajasthan,2020-03-10,Low
CUST01359,Ritvik,Bava,1987-09-08,Male,Ahmedabad,Gujarat,2019-09-27,Low
CUST01360,Seher,Dayal,2004-12-30,Female,Kolkata,West Bengal,2025-07-11,Low
CUST01361,Jhanvi,Singh,1968-02-09,Female,Kolkata,West Bengal,2024-06-06,Medium
CUST01362,Shamik,Sagar,1961-09-22,Male,Mysuru,Karnataka,2020-07-16,Low
CUST01363,Sumer,Choudhury,2006-04-17,Female,Coimbatore,Tamil Nadu,2021-04-06,Low
CUST01364,Aaina,Subramaniam,1978-03-12,Female,Coimbatore,Tamil Nadu,2021-10-23,Low
CUST01365,Pranay,Master,1975-08-29,Female,Kolkata,West Bengal,2022-08-05,Medium
CUST01366,Fateh,Keer,1959-04-21,Female,Udaipur,Rajasthan,2024-01-18,Low
CUST01367,Keya,Mannan,1997-11-19,Female,Jaipur,Rajasthan,2019-04-04,Medium
CUST01368,Anaya,Walia,1968-11-20,Male,Surat,Gujarat,2022-11-27,Medium
CUST01369,Fateh,Vig,2001-12-20,Female,Kanpur,Uttar Pradesh,2021-11-23,Low
CUST01370,Eva,Dixit,1983-10-05,Female,Thiruvananthapuram,Kerala,2019-02-09,Low
CUST01371,Indrajit,Biswas,1969-04-12,Male,Bengaluru,Karnataka,2021-07-25,High
CUST01372,Yuvraj ,Mane,1986-10-14,Male,New Delhi,Delhi,2019-11-13,Low
CUST01373,Saksham,Venkataraman,2004-05-08,Male,New Delhi,Delhi,2020-03-08,Medium
CUST01374,Vanya,Baria,1988-10-29,Male,Surat,Gujarat,2021-06-24,Low
CUST01375,Mohanlal,Chakrabarti,1976-12-22,Female,Surat,Gujarat,2024-01-18,Low
CUST01376,Bhavin,Agate,1986-05-30,Male,Hyderabad,Telangana,2020-12-22,Medium
CUST01377,Lakshay,Sidhu,2008-04-15,Male,Kozhikode,Kerala,2020-01-31,Low
CUST01378,Kashvi,Singhal,1966-06-06,Male,Nagpur,Maharashtra,2022-10-25,Low
CUST01379,Vedika,Singh,1961-08-22,Male,New Delhi,Delhi,2019-10-02,Low
CUST01380,Mannat,Kalla,1998-10-04,Male,Udaipur,Rajasthan,2022-04-21,Low
CUST01381,Yuvaan,Kala,1988-02-19,Male,Kolkata,West Bengal,2021-11-28,Low
CUST01382,Aarush,Bahl,1991-12-22,Female,Kochi,Kerala,2020-05-06,Low
CUST01383,Sana,Grover,1956-08-09,Female,Lucknow,Uttar Pradesh,2021-05-23,High
CUST01384,Tanya,Thaman,1991-10-14,Female,Vadodara,Gujarat,2020-04-09,Low
CUST01385,Advik,Sandhu,1955-12-06,Female,New Delhi,Delhi,2023-12-25,Low
CUST01386,Sana,Dash,1971-01-17,Female,Pune,Maharashtra,2024-07-19,Low
CUST01387,Shray,Dugal,1964-06-03,Female,Kolkata,West Bengal,2019-07-11,Medium
CUST01388,Veer,Krishnamurthy,1995-09-16,Male,Kanpur,Uttar Pradesh,2021-04-03,Low
CUST01389,Ivan,Bali,1958-10-05,Female,Ahmedabad,Gujarat,2021-03-09,High
CUST01390,Riaan,Kari,2005-03-06,Female,Pune,Maharashtra,2023-01-28,Low
CUST01391,Kimaya,Lala,1978-08-21,Female,Kochi,Kerala,2022-05-04,Low
CUST01392,Piya,Bhavsar,1978-12-21,Female,Kanpur,Uttar Pradesh,2022-10-26,Low
CUST01393,Taimur,Sheth,1968-06-21,Male,Noida,Uttar Pradesh,2020-01-20,Low
CUST01394,Zoya,Jaggi,1956-12-13,Male,Lucknow,Uttar Pradesh,2020-08-04,Low
CUST01395,Mamooty,Seth,1964-07-30,Female,Kochi,Kerala,2020-06-12,Low
CUST01396,Sana,Apte,1995-10-11,Female,Ahmedabad,Gujarat,2022-12-10,Medium
CUST01397,Jayan,Bhatia,1980-08-05,Female,Nagpur,Maharashtra,2024-09-12,Low
CUST01398,Nehmat,Sule,1958-03-11,Female,Vadodara,Gujarat,2021-11-03,Low
CUST01399,Navya,Datta,2008-02-18,Female,Warangal,Telangana,2023-03-14,Low
CUST01400,Misha,Bajwa,1996-01-25,Female,Kozhikode,Kerala,2019-01-22,Medium
CUST01401,Nitara,Bhagat,2000-02-15,Female,Jaipur,Rajasthan,2018-10-26,Low
CUST01402,Badal,Sant,1963-07-12,Male,Jaipur,Rajasthan,2022-03-12,Low
CUST01403,Ahana ,Gupta,1964-01-22,Female,Warangal,Telangana,2023-04-22,Low
CUST01404,Ojas,Khalsa,2003-05-31,Female,Udaipur,Rajasthan,2019-12-14,Medium
CUST01405,Lagan,Saran,2002-04-25,Male,Jaipur,Rajasthan,2024-01-05,Low
CUST01406,Aayush,Dora,1984-04-15,Female,Kolkata,West Bengal,2024-04-11,Low
CUST01407,Divyansh,Saini,1991-01-21,Male,Madurai,Tamil Nadu,2020-12-11,Medium
CUST01408,Misha,Raman,2003-05-02,Female,Surat,Gujarat,2019-10-26,Medium
CUST01409,Aaina,Thakur,1962-10-15,Female,Pune,Maharashtra,2023-01-01,Low
CUST01410,Saira,Ranganathan,1963-08-30,Female,Thiruvananthapuram,Kerala,2021-01-20,Medium
CUST01411,Farhan,Srinivasan,1962-11-18,Male,Kozhikode,Kerala,2022-11-19,Low
CUST01412,Kiaan,Ramanathan,1969-03-29,Male,Ahmedabad,Gujarat,2025-04-08,Low
CUST01413,Prerak,Thakur,1991-04-01,Male,Chennai,Tamil Nadu,2020-05-13,Low
CUST01414,Taimur,Sarraf,1983-07-14,Male,Warangal,Telangana,2021-02-28,Low
CUST01415,Ishaan,Bahri,1992-12-13,Female,Kolkata,West Bengal,2022-11-15,Low
CUST01416,Lakshay,Sankaran,1988-05-10,Female,Mysuru,Karnataka,2021-06-18,Medium
CUST01417,Miraan,Agarwal,1956-07-07,Male,Kochi,Kerala,2024-05-12,Low
CUST01418,Dhruv,Bhakta,1994-09-20,Male,Thiruvananthapuram,Kerala,2024-05-04,Low
CUST01419,Bhamini,Borde,1961-10-12,Male,Hubballi,Karnataka,2025-04-12,Low
